t,xL,yL,thetaL,x1,y1,theta1,x2,y2,theta2,x3,y3,theta3
6.9,0.453662,0.824958,-0.00238502,0.247996,1.19683,-0.513073,0.247332,0.452913,0.487204,-0.467485,0.285172,0.781283
6.95,0.453662,0.824958,-0.00238502,0.247996,1.19683,-0.513073,0.247332,0.452913,0.487204,-0.467485,0.285172,0.781283
7,0.453662,0.824958,-0.00238502,0.247996,1.19683,-0.513073,0.247332,0.452913,0.487204,-0.467485,0.285172,0.781283
7.05,0.453665,0.824957,-0.00235919,0.248038,1.19682,-0.485607,0.247348,0.452914,0.460775,-0.462174,0.290454,0.782794
7.1,0.453665,0.824957,-0.00235919,0.248038,1.19682,-0.485607,0.247348,0.452914,0.460775,-0.462174,0.290454,0.782794
7.15,0.453681,0.824957,-0.00233439,0.248082,1.1968,-0.459413,0.247347,0.452907,0.435608,-0.456875,0.295732,0.784165
7.2,0.453681,0.824957,-0.00233439,0.248082,1.1968,-0.459413,0.247347,0.452907,0.435608,-0.456875,0.295732,0.784165
7.25,0.453669,0.824957,-0.00231999,0.248078,1.1968,-0.4346,0.247327,0.452886,0.411809,-0.451592,0.301005,0.785555
7.3,0.453669,0.824957,-0.00231999,0.248078,1.1968,-0.4346,0.247327,0.452886,0.411809,-0.451592,0.301005,0.785555
7.35,0.453666,0.824957,-0.00229734,0.248083,1.19681,-0.411098,0.247322,0.452864,0.389084,-0.446291,0.306319,0.786758
7.4,0.453666,0.824957,-0.00229734,0.248083,1.19681,-0.411098,0.247322,0.452864,0.389084,-0.446291,0.306319,0.786758
7.45,0.453676,0.824956,-0.00227558,0.248096,1.1968,-0.388796,0.24733,0.452868,0.367589,-0.441019,0.311611,0.787902
7.5,0.453676,0.824956,-0.00227558,0.248096,1.1968,-0.388796,0.24733,0.452868,0.367589,-0.441019,0.311611,0.787902
7.55,0.453677,0.824956,-0.00224569,0.248122,1.1968,-0.367757,0.247354,0.452868,0.347392,-0.435723,0.316912,0.788975
7.6,0.453677,0.824956,-0.00224569,0.248122,1.1968,-0.367757,0.247354,0.452868,0.347392,-0.435723,0.316912,0.788975
7.65,0.453666,0.824956,-0.00221765,0.248153,1.19679,-0.347851,0.247372,0.452844,0.328229,-0.430453,0.322236,0.790007
7.7,0.453666,0.824956,-0.00221765,0.248153,1.19679,-0.347851,0.247372,0.452844,0.328229,-0.430453,0.322236,0.790007
7.75,0.453668,0.824956,-0.00218795,0.248193,1.19678,-0.329013,0.247366,0.452819,0.310206,-0.425189,0.327552,0.790987
7.8,0.453668,0.824956,-0.00218795,0.248193,1.19678,-0.329013,0.247366,0.452819,0.310206,-0.425189,0.327552,0.790987
7.85,0.453683,0.824956,-0.00215888,0.24821,1.19678,-0.311192,0.247381,0.452799,0.29337,-0.419946,0.332856,0.791915
7.9,0.453684,0.824956,-0.00214535,0.248207,1.19679,-0.293421,0.247412,0.452793,0.276469,-0.414701,0.338176,0.792833
7.95,0.453684,0.824956,-0.00214535,0.248207,1.19679,-0.293421,0.247412,0.452793,0.276469,-0.414701,0.338176,0.792833
8,0.453673,0.824956,-0.0021679,0.248213,1.19679,-0.276519,0.2474,0.452783,0.260322,-0.409449,0.343508,0.793716
8.05,0.453673,0.824956,-0.0021679,0.248213,1.19679,-0.276519,0.2474,0.452783,0.260322,-0.409449,0.343508,0.793716
8.1,0.453678,0.824955,-0.00214822,0.248234,1.19679,-0.260574,0.24738,0.452776,0.245146,-0.4042,0.348848,0.794552
8.15,0.453678,0.824955,-0.00214822,0.248234,1.19679,-0.260574,0.24738,0.452776,0.245146,-0.4042,0.348848,0.794552
8.2,0.453697,0.824955,-0.00212031,0.248263,1.19679,-0.24551,0.247374,0.452776,0.230911,-0.398947,0.354207,0.795336
8.25,0.453697,0.824955,-0.00212031,0.248263,1.19679,-0.24551,0.247374,0.452776,0.230911,-0.398947,0.354207,0.795336
8.3,0.453681,0.824954,-0.00213129,0.248302,1.19678,-0.231283,0.247379,0.45277,0.217275,-0.393718,0.359545,0.796083
