t,xL,yL,thetaL,x1,y1,theta1,x2,y2,theta2,x3,y3,theta3
5.8,0.203804,0.824999,0.00462268,0.203982,1.22496,0.000705546,0.203455,0.424886,-0.00254373,-0.589445,0.251213,0.962233
5.85,0.203788,0.824999,0.00462352,0.203988,1.22496,0.000723148,0.203454,0.424885,-0.00255807,-0.586034,0.256113,0.962931
5.9,0.203788,0.824999,0.00462352,0.203988,1.22496,0.000723148,0.203454,0.424885,-0.00255807,-0.586034,0.256113,0.962931
5.95,0.203788,0.824999,0.00462352,0.203988,1.22496,0.000723148,0.203454,0.424885,-0.00255807,-0.586034,0.256113,0.962931
6,0.203786,0.824999,0.00462765,0.203987,1.22496,0.000731783,0.203447,0.424885,-0.00256112,-0.582635,0.261002,0.963542
6.05,0.203786,0.824999,0.00462765,0.203987,1.22496,0.000731783,0.203447,0.424885,-0.00256112,-0.582635,0.261002,0.963542
6.1,0.203798,0.824999,0.00462864,0.203991,1.22496,0.000752696,0.203456,0.424885,-0.00256514,-0.579229,0.265909,0.964088
6.15,0.203798,0.824999,0.00462864,0.203991,1.22496,0.000752696,0.203456,0.424885,-0.00256514,-0.579229,0.265909,0.964088
6.2,0.20379,0.824999,0.00463244,0.203995,1.22496,0.000772261,0.203445,0.424884,-0.00257333,-0.575794,0.270863,0.964574
6.25,0.20379,0.824999,0.00463244,0.203995,1.22496,0.000772261,0.203445,0.424884,-0.00257333,-0.575794,0.270863,0.964574
6.3,0.203785,0.824999,0.00464095,0.203996,1.22496,0.00079506,0.203446,0.424883,-0.00257723,-0.57238,0.275794,0.965019
6.35,0.203785,0.824999,0.00464095,0.203996,1.22496,0.00079506,0.203446,0.424883,-0.00257723,-0.57238,0.275794,0.965019
6.4,0.203796,0.824998,0.0046527,0.204002,1.22496,0.000815391,0.203447,0.424883,-0.00260418,-0.568989,0.280697,0.965419
6.45,0.203796,0.824998,0.0046527,0.204002,1.22496,0.000815391,0.203447,0.424883,-0.00260418,-0.568989,0.280697,0.965419
6.5,0.203796,0.824998,0.0046527,0.204002,1.22496,0.000815391,0.203447,0.424883,-0.00260418,-0.568989,0.280697,0.965419
6.55,0.2038,0.824998,0.00464503,0.204002,1.22496,0.000834502,0.20344,0.424883,-0.00259387,-0.565595,0.28561,0.965812
6.6,0.2038,0.824998,0.00464503,0.204002,1.22496,0.000834502,0.20344,0.424883,-0.00259387,-0.565595,0.28561,0.965812
6.65,0.203793,0.824998,0.00465187,0.204012,1.22496,0.000854394,0.203447,0.424883,-0.00259215,-0.562197,0.290527,0.966123
6.7,0.203793,0.824998,0.00465187,0.204012,1.22496,0.000854394,0.203447,0.424883,-0.00259215,-0.562197,0.290527,0.966123
6.75,0.2038,0.824997,0.00465939,0.204012,1.22496,0.000867743,0.203441,0.424882,-0.00262592,-0.558796,0.295449,0.966371
6.8,0.2038,0.824997,0.00465939,0.204012,1.22496,0.000867743,0.203441,0.424882,-0.00262592,-0.558796,0.295449,0.966371
6.85,0.203808,0.824997,0.00465105,0.204015,1.22496,0.000887412,0.203441,0.424881,-0.00265312,-0.55539,0.300379,0.966594
6.9,0.203808,0.824997,0.00465105,0.204015,1.22496,0.000887412,0.203441,0.424881,-0.00265312,-0.55539,0.300379,0.966594
6.95,0.203808,0.824997,0.00465105,0.204015,1.22496,0.000887412,0.203441,0.424881,-0.00265312,-0.55539,0.300379,0.966594
7,0.203796,0.824997,0.00466576,0.204021,1.22496,0.000908193,0.203436,0.42488,-0.00271343,-0.551981,0.305316,0.966778
7.05,0.203796,0.824997,0.00466576,0.204021,1.22496,0.000908193,0.203436,0.42488,-0.00271343,-0.551981,0.305316,0.966778
7.1,0.203798,0.824996,0.00468102,0.20402,1.22496,0.000926255,0.203431,0.424879,-0.00274221,-0.548567,0.310263,0.966968
